"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","[LOW] Cross-Origin-Embedder-Policy Header Missing or Invalid","OWASP ZAP","Sun Mar 08 18:08:37 UTC 2026","passed","Sun Mar 08 18:08:37 UTC 2026","","Alerts","",""
"","1","High Risk: 0","OWASP ZAP","Sun Mar 08 18:08:37 UTC 2026","passed","Sun Mar 08 18:08:37 UTC 2026","","By Risk Level","",""
"","1","[INFORMATIONAL] Storable and Cacheable Content","OWASP ZAP","Sun Mar 08 18:08:37 UTC 2026","passed","Sun Mar 08 18:08:37 UTC 2026","","Alerts","",""
"","1","[FAIL] First Contentful Paint","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","failed","Sun Mar 08 18:09:31 UTC 2026","","Failed Audits","",""
"","1","[FAIL] Render blocking requests","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","failed","Sun Mar 08 18:09:31 UTC 2026","","Failed Audits","",""
"","1","[FAIL] Largest Contentful Paint element","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","failed","Sun Mar 08 18:09:31 UTC 2026","","Failed Audits","",""
"","1","[INFORMATIONAL] Modern Web Application","OWASP ZAP","Sun Mar 08 18:08:37 UTC 2026","passed","Sun Mar 08 18:08:37 UTC 2026","","Alerts","",""
"","1","[FAIL] Reduce unused CSS","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","failed","Sun Mar 08 18:09:31 UTC 2026","","Failed Audits","",""
"","1","[FAIL] Eliminate render-blocking resources","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","failed","Sun Mar 08 18:09:31 UTC 2026","","Failed Audits","",""
"","1","Medium Risk: 0","OWASP ZAP","Sun Mar 08 18:08:37 UTC 2026","passed","Sun Mar 08 18:08:37 UTC 2026","","By Risk Level","",""
"","1","SonarCloud: Not run","Security Dashboard","Sun Mar 08 18:10:01 UTC 2026","broken","Sun Mar 08 18:10:01 UTC 2026","","Tool Status","",""
"","1","Performance: 80%","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","passed","Sun Mar 08 18:09:31 UTC 2026","","Scores","",""
"","1","Lighthouse Audit: All categories passed","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","passed","Sun Mar 08 18:09:31 UTC 2026","","Summary","",""
"","1","Gitleaks: Not run","Security Dashboard","Sun Mar 08 18:10:01 UTC 2026","broken","Sun Mar 08 18:10:01 UTC 2026","","Tool Status","",""
"","1","Informational Risk: 3","OWASP ZAP","Sun Mar 08 18:08:37 UTC 2026","passed","Sun Mar 08 18:08:37 UTC 2026","","By Risk Level","",""
"","1","Low Risk: 3","OWASP ZAP","Sun Mar 08 18:08:37 UTC 2026","passed","Sun Mar 08 18:08:37 UTC 2026","","By Risk Level","",""
"","1","Best Practices: 100%","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","passed","Sun Mar 08 18:09:31 UTC 2026","","Scores","",""
"","1","CodeQL: Not run","Security Dashboard","Sun Mar 08 18:10:01 UTC 2026","broken","Sun Mar 08 18:10:01 UTC 2026","","Tool Status","",""
"","1","[FAIL] Minimize main-thread work","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","failed","Sun Mar 08 18:09:31 UTC 2026","","Failed Audits","",""
"","1","DAST Scan: No critical findings","OWASP ZAP","Sun Mar 08 18:08:37 UTC 2026","passed","Sun Mar 08 18:08:37 UTC 2026","","Summary","",""
"","1","[LOW] Timestamp Disclosure - Unix","OWASP ZAP","Sun Mar 08 18:08:37 UTC 2026","passed","Sun Mar 08 18:08:37 UTC 2026","","Alerts","",""
"","1","Accessibility: 100%","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","passed","Sun Mar 08 18:09:31 UTC 2026","","Scores","",""
"","1","[LOW] Permissions Policy Header Not Set","OWASP ZAP","Sun Mar 08 18:08:37 UTC 2026","passed","Sun Mar 08 18:08:37 UTC 2026","","Alerts","",""
"","1","[FAIL] Reduce unused JavaScript","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","failed","Sun Mar 08 18:09:31 UTC 2026","","Failed Audits","",""
"","1","OWASP ZAP: Clean","Security Dashboard","Sun Mar 08 18:10:01 UTC 2026","passed","Sun Mar 08 18:10:01 UTC 2026","","Tool Status","",""
"","1","Security Posture: Clean","Security Dashboard","Sun Mar 08 18:10:01 UTC 2026","passed","Sun Mar 08 18:10:01 UTC 2026","","Overview","",""
"","1","SEO: 100%","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","passed","Sun Mar 08 18:09:31 UTC 2026","","Scores","",""
"","1","npm audit: Not run","Security Dashboard","Sun Mar 08 18:10:01 UTC 2026","broken","Sun Mar 08 18:10:01 UTC 2026","","Tool Status","",""
"","1","[FAIL] Network dependency tree","Lighthouse","Sun Mar 08 18:09:31 UTC 2026","failed","Sun Mar 08 18:09:31 UTC 2026","","Failed Audits","",""
